time,cell,A,B,C
197,1,0.661782,0.00449098,0.000424972
197,2,0.330891,0.00217769,0.000289155
198,0,0.992447,0.00670603,0.00071306
198,1,0.661757,0.00451166,0.000429152
198,2,0.330879,0.00218736,0.000291967
199,0,0.992409,0.00673641,0.000720014
199,1,0.661732,0.00453232,0.000433352
199,2,0.330866,0.00219701,0.000294792
200,0,0.992371,0.00676675,0.000726999
200,1,0.661708,0.00455296,0.000437571
200,2,0.330854,0.00220664,0.000297629
201,0,0.992332,0.00679706,0.000734016
201,1,0.661683,0.00457358,0.000441808
201,2,0.330841,0.00221627,0.000300478
202,0,0.992294,0.00682733,0.000741064
202,1,0.661658,0.00459418,0.000446065
202,2,0.330829,0.00222588,0.000303339
203,0,0.992256,0.00685757,0.000748142
203,1,0.661633,0.00461477,0.000450341
203,2,0.330817,0.00223548,0.000306213
204,0,0.992218,0.00688778,0.000755253
204,1,0.661608,0.00463533,0.000454636
204,2,0.330804,0.00224507,0.000309099
205,0,0.99218,0.00691796,0.000762394
205,1,0.661584,0.00465587,0.00045895
205,2,0.330792,0.00225464,0.000311998
206,0,0.992142,0.00694811,0.000769566
206,1,0.661559,0.00467639,0.000463284
206,2,0.330779,0.0022642,0.000314908
207,0,0.992104,0.00697822,0.00077677
207,1,0.661534,0.00469689,0.000467636
207,2,0.330767,0.00227375,0.000317831
208,0,0.992065,0.0070083,0.000784004
208,1,0.661509,0.00471737,0.000472007
208,2,0.330755,0.00228329,0.000320767
209,0,0.992027,0.00703835,0.00079127
209,1,0.661484,0.00473783,0.000476397
209,2,0.330742,0.00229281,0.000323714
210,0,0.991989,0.00706836,0.000798566
210,1,0.66146,0.00475828,0.000480806
210,2,0.33073,0.00230232,0.000326674
211,0,0.991951,0.00709834,0.000805894
211,1,0.661435,0.0047787,0.000485233
211,2,0.330717,0.00231182,0.000329646
212,0,0.991913,0.00712829,0.000813252
212,1,0.66141,0.0047991,0.00048968
