time,cell,A,B,C
72,0,0.750198,0.179821,0.0699871
72,1,0.500127,0.070928,0.0956103
72,2,0.250063,0.0776253,0.00564388
73,0,0.74721,0.18116,0.0716367
73,1,0.498133,0.0710396,0.0974912
73,2,0.249067,0.0784758,0.00578964
74,0,0.744234,0.182475,0.0732982
74,1,0.496148,0.0711407,0.0993748
74,2,0.248074,0.0793208,0.00593696
75,0,0.74127,0.183767,0.0749715
75,1,0.494172,0.0712314,0.101261
75,2,0.247086,0.0801602,0.00608585
76,0,0.738317,0.185036,0.0766563
76,1,0.492203,0.0713121,0.103149
76,2,0.246102,0.0809942,0.00623629
77,0,0.735374,0.186281,0.0783524
77,1,0.490243,0.0713831,0.105039
77,2,0.245121,0.0818227,0.00638826
78,0,0.732445,0.187503,0.0800597
78,1,0.48829,0.0714446,0.10693
78,2,0.244145,0.0826458,0.00654177
79,0,0.729527,0.188703,0.0817779
79,1,0.486344,0.071497,0.108823
79,2,0.243172,0.0834634,0.00669679
80,0,0.72662,0.189881,0.0835069
80,1,0.484406,0.0715405,0.110718
80,2,0.242203,0.0842757,0.00685332
81,0,0.723724,0.191036,0.0852463
81,1,0.482476,0.0715753,0.112613
81,2,0.241238,0.0850826,0.00701135
82,0,0.72084,0.19217,0.0869961
82,1,0.480555,0.0716018,0.114508
82,2,0.240278,0.0858842,0.00717087
83,0,0.71797,0.193282,0.088756
83,1,0.478642,0.0716201,0.116405
83,2,0.239321,0.0866805,0.00733187
84,0,0.715111,0.194373,0.0905259
84,1,0.476735,0.0716305,0.118301
84,2,0.238367,0.0874715,0.00749434
85,0,0.712261,0.195442,0.0923055
85,1,0.474835,0.0716332,0.120198
85,2,0.237418,0.0882573,0.00765826
86,0,0.709423,0.196491,0.0940946
86,1,0.472943,0.0716285,0.122094
86,2,0.236471,0.0890378,0.00782364
87,0,0.706596,0.197518,0.0958931
87,1,0.471059,0.0716166,0.12399
87,2,0.235529,0.0898131,0.00799046
88,0,0.703781,0.198526,0.0977007
88,1,0.469182,0.0715977,0.125886
88,2,0.234591,0.0905832,0.0081587
89,0,0.700977,0.199513,0.0995174
89,1,0.467312,0.0715719,0.127781
89,2,0.233656,0.0913481,0.00832837
90,0,0.698183,0.20048,0.101343
90,1,0.465451,0.0715396,0.129675
90,2,0.232725,0.092108,0.00849945
91,0,0.6954,0.201428,0.103177
91,1,0.463595,0.0715009,0.131568
91,2,0.231798,0.0928627,0.00867193
92,0,0.692631,0.202356,0.105019
92,1,0.461747,0.071456,0.13346
92,2,0.230873,0.0936123,0.0088458
93,0,0.689873,0.203265,0.10687
93,1,0.459906,0.071405,0.135351
93,2,0.229953,0.0943569,0.00902106
94,0,0.687124,0.204154,0.108729
94,1,0.458073,0.0713483,0.13724
94,2,0.229037,0.0950964,0.00919769
95,0,0.684387,0.205025,0.110596
95,1,0.456248,0.0712858,0.139127
95,2,0.228124,0.0958309,0.00937568
96,0,0.681662,0.205877,0.112471
96,1,0.45443,0.0712179,0.141013
96,2,0.227215,0.0965604,0.00955503
97,0,0.678947,0.206711,0.114353
97,1,0.45262,0.0711448,0.142897
97,2,0.22631,0.0972849,0.00973573
98,0,0.676243,0.207526,0.116242
98,1,0.450817,0.0710664,0.144778
98,2,0.225408,0.0980045,0.00991776
99,0,0.67355,0.208323,0.118139
99,1,0.449021,0.0709831,0.146658
99,2,0.224511,0.0987192,0.0101011
100,0,0.670868,0.209103,0.120043
100,1,0.447232,0.070895,0.148535
100,2,0.223616,0.099429,0.0102858
101,0,0.668194,0.209865,0.121954
101,1,0.44545,0.0708022,0.150409
101,2,0.222725,0.100134,0.0104718
102,0,0.665531,0.210609,0.123872
102,1,0.443677,0.0707049,0.152281
102,2,0.221838,0.100834,0.0106591
103,0,0.66288,0.211336,0.125796
103,1,0.441909,0.0706032,0.154151
103,2,0.220954,0.101529,0.0108476
104,0,0.660238,0.212047,0.127727
104,1,0.440148,0.0704972,0.156017
104,2,0.220074,0.10222,0.0110375
105,0,0.657608,0.21274,0.129664
105,1,0.438394,0.0703872,0.157881
105,2,0.219197,0.102905,0.0112286
106,0,0.654987,0.213417,0.131607
106,1,0.436647,0.0702732,0.159741
106,2,0.218324,0.103586,0.011421
107,0,0.652378,0.214077,0.133556
107,1,0.434908,0.0701553,0.161599
107,2,0.217454,0.104262,0.0116147
108,0,0.64978,0.214721,0.135512
108,1,0.433175,0.0700338,0.163453
108,2,0.216587,0.104934,0.0118096
109,0,0.647192,0.215349,0.137472
109,1,0.43145,0.0699086,0.165304
109,2,0.215725,0.105601,0.0120057
110,0,0.644613,0.215961,0.139439
110,1,0.42973,0.06978,0.167152
110,2,0.214865,0.106263,0.0122031
111,0,0.642044,0.216557,0.141411
111,1,0.428018,0.0696481,0.168996
111,2,0.214009,0.10692,0.0124017
